id,value
Consola,
Consola.Ventas,
Consola.Ventas.Consolas,
Consola.Ventas.Consolas.Por_Año,
Consola.Ventas.Consolas.Por_Año.2010,
Consola.Ventas.Consolas.Por_Año.2010.PS3(127M),
Consola.Ventas.Consolas.Por_Año.2010.Xbox360(305M),
Consola.Ventas.Consolas.Por_Año.2012,
Consola.Ventas.Consolas.Por_Año.2012.PS3(100M),
Consola.Ventas.Consolas.Por_Año.2012.Xbox360(205M),
Consola.Ventas.Consolas.Por_Año.2012.WiiU(120M),
Consola.Ventas.Consolas.Por_Año.2014,
Consola.Ventas.Consolas.Por_Año.2014.PS3(40M),
Consola.Ventas.Consolas.Por_Año.2014.Xbox360(100M),
Consola.Ventas.Consolas.Por_Año.2014.WiiU(65M),
Consola.Ventas.Consolas.Por_Región,
Consola.Ventas.VideoJuegos,
Consola.Ventas.VideoJuegos.Por_Clasificación,
Consola.Ventas.VideoJuegos.Por_Clasificación.E,
Consola.Ventas.VideoJuegos.Por_Clasificación.E.PS3(180K),
Consola.Ventas.VideoJuegos.Por_Clasificación.E.Xbox360(390K),
Consola.Ventas.VideoJuegos.Por_Clasificación.E.WiiU(200K),
Consola.Ventas.VideoJuegos.Por_Clasificación.E10+,
Consola.Ventas.VideoJuegos.Por_Clasificación.E10+.PS3(70K),
Consola.Ventas.VideoJuegos.Por_Clasificación.E10+.Xbox360(190K),
Consola.Ventas.VideoJuegos.Por_Clasificación.E10+.WiiU(80K),
Consola.Ventas.VideoJuegos.Por_Clasificación.M,
Consola.Ventas.VideoJuegos.Por_Clasificación.M.PS3(390K),
Consola.Ventas.VideoJuegos.Por_Clasificación.M.Xbox360(800K),
Consola.Ventas.VideoJuegos.Por_Clasificación.M.WiiU(395K),
Consola.Ventas.VideoJuegos.Por_Clasificación.T,
Consola.Ventas.VideoJuegos.Por_Clasificación.T.PS3(200K),
Consola.Ventas.VideoJuegos.Por_Clasificación.T.Xbox360(400K),
Consola.Ventas.VideoJuegos.Por_Clasificación.T.WiiU(205K),
Consola.Ventas.VideoJuegos.Por_Género,
Consola.Ventas.VideoJuegos.Por_Género.Action,
Consola.Ventas.VideoJuegos.Por_Género.Action.PS3(295K),
Consola.Ventas.VideoJuegos.Por_Género.Action.Xbox360(550K),
Consola.Ventas.VideoJuegos.Por_Género.Action.WiiU(310K),
Consola.Ventas.VideoJuegos.Por_Género.Adventure,
Consola.Ventas.VideoJuegos.Por_Género.Adventure.PS3(25K),
Consola.Ventas.VideoJuegos.Por_Género.Adventure.Xbox360(40K),
Consola.Ventas.VideoJuegos.Por_Género.Adventure.WiiU(25K),
Consola.Ventas.VideoJuegos.Por_Género.Fighting,
Consola.Ventas.VideoJuegos.Por_Género.Fighting.PS3(50K),
Consola.Ventas.VideoJuegos.Por_Género.Fighting.Xbox360(90K),
