id,value
Consola.Ventas.VideoJuegos.Por_Género.Fighting.WiiU(60K),
Consola.Ventas.VideoJuegos.Por_Género.Misc,
Consola.Ventas.VideoJuegos.Por_Género.Misc.PS3(40K),
Consola.Ventas.VideoJuegos.Por_Género.Misc.Xbox360(140K),
Consola.Ventas.VideoJuegos.Por_Género.Misc.WiiU(60K),
Consola.Ventas.VideoJuegos.Por_Género.Platform,
Consola.Ventas.VideoJuegos.Por_Género.Platform.PS3(20K),
Consola.Ventas.VideoJuegos.Por_Género.Platform.Xbox360(80K),
Consola.Ventas.VideoJuegos.Por_Género.Platform.WiiU(50K),
Consola.Ventas.VideoJuegos.Por_Género.Puzzle,
Consola.Ventas.VideoJuegos.Por_Género.Puzzle.PS3(5K),
Consola.Ventas.VideoJuegos.Por_Género.Puzzle.Xbox360(4K),
Consola.Ventas.VideoJuegos.Por_Género.Puzzle.WiiU(1K),
Consola.Ventas.VideoJuegos.Por_Género.Racing,
Consola.Ventas.VideoJuegos.Por_Género.Racing.PS3(60K),
Consola.Ventas.VideoJuegos.Por_Género.Racing.Xbox360(160K),
Consola.Ventas.VideoJuegos.Por_Género.Racing.WiiU(70K),
Consola.Ventas.VideoJuegos.Por_Género.Role-Playing,
Consola.Ventas.VideoJuegos.Por_Género.Role-Playing.PS3(65K),
Consola.Ventas.VideoJuegos.Por_Género.Role-Playing.Xbox360(165K),
Consola.Ventas.VideoJuegos.Por_Género.Role-Playing.WiiU(70K),
Consola.Ventas.VideoJuegos.Por_Género.Shooter,
Consola.Ventas.VideoJuegos.Por_Género.Shooter.PS3(180K),
Consola.Ventas.VideoJuegos.Por_Género.Shooter.Xbox360(460K),
Consola.Ventas.VideoJuegos.Por_Género.Shooter.WiiU(195K),
Consola.Ventas.VideoJuegos.Por_Género.Simulation,
Consola.Ventas.VideoJuegos.Por_Género.Simulation.PS3(10K),
Consola.Ventas.VideoJuegos.Por_Género.Simulation.Xbox360(15K),
Consola.Ventas.VideoJuegos.Por_Género.Simulation.WiiU(10K),
Consola.Ventas.VideoJuegos.Por_Género.Sports,
Consola.Ventas.VideoJuegos.Por_Género.Sports.PS3(120K),
Consola.Ventas.VideoJuegos.Por_Género.Sports.Xbox360(240K),
Consola.Ventas.VideoJuegos.Por_Género.Sports.WiiU(125K),
Consola.Ventas.VideoJuegos.Por_Género.Strategy,
Consola.Ventas.VideoJuegos.Por_Género.Strategy.PS3(15K),
Consola.Ventas.VideoJuegos.Por_Género.Strategy.Xbox360(35K),
Consola.Ventas.VideoJuegos.Por_Género.Strategy.WiiU(10K),
Consola.Región,
Consola.Región.VJ_Populares,
Consola.Región.VJ_Populares.Wii_Sports,
Consola.Región.VJ_Populares.Super_Mario_Bros,
Consola.Región.VJ_Populares.Mario_Kart_Wii,
Consola.Región.VJ_Populares.Wii_Sport_Resort,
Consola.Región.VJ_Populares.Pokemon_Red/Blue,
Consola.Región.VJ_Populares.Tetris,
Consola.Región.VJ_Populares.New_Super_Mario_Bros,
Consola.Región.VJ_Populares.Wii_Play,
Consola.Región.VJ_Populares.New_Super_Mario_Bros_Wii,
Consola.Región.VJ_Populares.Duck_Hunt,
Consola.Región.Género,
Consola.Región.Género.Action:140K(2010),
Consola.Región.Género.Adventure:30K(2008),
Consola.Región.Género.Fighting:40K(2008),
Consola.Región.Género.Misc:30K(2008),
Consola.Región.Género.Platform:50K(2006),
Consola.Región.Género.Puzzle:40K(1999),
Consola.Región.Género.Racing:60K(2009),
Consola.Región.Género.Role-Playing:70K(2010),
Consola.Región.Género.Shooter:100K(2011),
Consola.Región.Género.Simulation:40K(2007),
Consola.Región.Género.Sports:110K(2009),
Consola.Región.Género.Strategy:16K(2009),
Consola.Región.Venta_Consola,
Consola.Región.Venta_Consola.3DS,
Consola.Región.Venta_Consola.3DS.EU_50k,
Consola.Región.Venta_Consola.3DS.JP_100k,
Consola.Región.Venta_Consola.3DS.NA_80k,
Consola.Región.Venta_Consola.DS,
Consola.Región.Venta_Consola.DS.EU_180k,
Consola.Región.Venta_Consola.DS.JP_170k,
Consola.Región.Venta_Consola.DS.NA_380k,
Consola.Región.Venta_Consola.GB,
Consola.Región.Venta_Consola.GB.EU_50k,
Consola.Región.Venta_Consola.GB.JP_90k,
Consola.Región.Venta_Consola.GB.NA_120k,
Consola.Región.Venta_Consola.GBA,
Consola.Región.Venta_Consola.GBA.EU_60k,
Consola.Región.Venta_Consola.GBA.JP_40k,
Consola.Región.Venta_Consola.GBA.NA_180k,
Consola.Región.Venta_Consola.Nintendo64,
Consola.Región.Venta_Consola.Nintendo64.EU_45k,
Consola.Región.Venta_Consola.Nintendo64.JP_40k,
Consola.Región.Venta_Consola.Nintendo64.NA_120k,
Consola.Región.Venta_Consola.PC,
Consola.Región.Venta_Consola.PC.EU_130k,
Consola.Región.Venta_Consola.PC.JP_30k,
Consola.Región.Venta_Consola.PC.NA_90k,
Consola.Región.Venta_Consola.PS,
Consola.Región.Venta_Consola.PS.EU_200k,
Consola.Región.Venta_Consola.PS.JP_140k,
Consola.Región.Venta_Consola.PS.NA_350k,
Consola.Región.Venta_Consola.PS2,
Consola.Región.Venta_Consola.PS2.EU_330k,
Consola.Región.Venta_Consola.PS2.JP_190k,
Consola.Región.Venta_Consola.PS2.NA_580k,
Consola.Región.Venta_Consola.PS3,
Consola.Región.Venta_Consola.PS3.EU_330k,
Consola.Región.Venta_Consola.PS3.JP_80k,
Consola.Región.Venta_Consola.PS3.NA_400k,
Consola.Región.Venta_Consola.PS4,
Consola.Región.Venta_Consola.PS4.EU_140k,
Consola.Región.Venta_Consola.PS4.JP_25k,
Consola.Región.Venta_Consola.PS4.NA_110k,
Consola.Región.Venta_Consola.PSP,
Consola.Región.Venta_Consola.PSP.EU_60k,
Consola.Región.Venta_Consola.PSP.JP_70k,
Consola.Región.Venta_Consola.PSP.NA_110k,
Consola.Región.Venta_Consola.Wii,
Consola.Región.Venta_Consola.Wii.EU_260k,
Consola.Región.Venta_Consola.Wii.JP_60k,
Consola.Región.Venta_Consola.Wii.NA_500k,
Consola.Región.Venta_Consola.X360,
Consola.Región.Venta_Consola.X360.EU_270k,
Consola.Región.Venta_Consola.X360.JP_30k,
Consola.Región.Venta_Consola.X360.NA_600k,
Consola.Otros_Factores,
Consola.Otros_Factores.Popularidad,
Consola.Otros_Factores.Popularidad.PS,
Consola.Otros_Factores.Popularidad.X360,
Consola.Otros_Factores.Popularidad.PS3,
Consola.Otros_Factores.Popularidad.PS4,
Consola.Otros_Factores.Popularidad.3DS,
Consola.Otros_Factores.Popularidad.PSP,
Consola.Otros_Factores.Publicador,
Consola.Otros_Factores.Publicador.Microsoft_Game_Studios,
Consola.Otros_Factores.Publicador.Warner_Bros,
Consola.Otros_Factores.Publicador.Sony_Computer_Entertainment,
Consola.Otros_Factores.Publicador.Nintendo,
Consola.Otros_Factores.Desarrollador,
Consola.Otros_Factores.Desarrollador.Nintendo,
Consola.Otros_Factores.Desarrollador.EA,
Consola.Otros_Factores.Desarrollador.Ubisoft,
Consola.Otros_Factores.Desarrollador.Capcom
Consola.Otros_Factores.Género,
Consola.Otros_Factores.Género.Racing,
Consola.Otros_Factores.Género.Action,
Consola.Otros_Factores.Género.Shooter,
